timestamp_ns,source,x_m,y_m,yaw_rad,speed_m_s,wheel_nis,wheel_accepted
1544686278221796814,wheel,294.685064,-4.682222,-0.03104468,18.164136,0.001902,True
1544686278226409180,imu,294.768805,-4.684823,-0.03103666,18.164891,,
1544686278231776896,wheel,294.866374,-4.687855,-0.03110761,18.162246,0.000574,True
1544686278236385504,imu,294.950031,-4.690461,-0.03116853,18.159877,,
1544686278241780433,wheel,295.047451,-4.693502,-0.03123452,18.157257,0.009934,True
1544686278246342923,imu,295.130248,-4.696091,-0.03129032,18.155441,,
1544686278251775768,wheel,295.228978,-4.699181,-0.03127626,18.156396,0.000787,True
1544686278256347333,imu,295.311942,-4.701776,-0.03126443,18.157088,,
1544686278261773296,wheel,295.410041,-4.704840,-0.03118319,18.155298,0.005455,True
1544686278266338271,imu,295.492876,-4.707421,-0.03111483,18.154087,,
1544686278271768033,wheel,295.591607,-4.710487,-0.03097027,18.149748,0.001901,True
1544686278276344324,imu,295.674617,-4.713053,-0.03084843,18.145917,,
1544686278281771620,wheel,295.773157,-4.716088,-0.03072065,18.144660,0.000463,True
1544686278286329124,imu,295.855810,-4.718623,-0.03061335,18.143518,,
1544686278291769719,wheel,295.954440,-4.721643,-0.03061091,18.145563,0.000069,True
1544686278296328515,imu,296.037127,-4.724175,-0.03060886,18.147310,,
1544686278301784206,wheel,296.135744,-4.727202,-0.03075242,18.145388,0.004573,True
1544686278306367891,imu,296.218874,-4.729764,-0.03087303,18.144043,,
1544686278311770389,wheel,296.316845,-4.732796,-0.03099777,18.138117,0.000005,True
1544686278316381556,imu,296.400431,-4.735392,-0.03110424,18.133051,,
1544686278321782723,wheel,296.498383,-4.738438,-0.03106477,18.133705,0.000135,True
1544686278326379202,imu,296.581695,-4.741025,-0.03103119,18.134215,,
1544686278331778781,wheel,296.679884,-4.744064,-0.03083453,18.138329,0.003804,True
1544686278336348290,imu,296.762735,-4.746612,-0.03066810,18.141562,,
1544686278341768780,wheel,296.861436,-4.749632,-0.03049234,18.138193,0.007080,True
1544686278346330562,imu,296.944133,-4.752148,-0.03034442,18.135021,,
1544686278351775273,wheel,297.042556,-4.755136,-0.03035066,18.127301,0.002522,True
1544686278356342980,imu,297.125304,-4.757648,-0.03035590,18.121025,,
1544686278361773796,wheel,297.223870,-4.760646,-0.03044584,18.120636,0.001618,True
1544686278366352821,imu,297.306805,-4.763175,-0.03052167,18.120147,,
1544686278371770425,wheel,297.404666,-4.766163,-0.03053040,18.123191,0.002919,True
1544686278376366270,imu,297.487925,-4.768706,-0.03053781,18.125990,,
1544686278381773345,wheel,297.586233,-4.771711,-0.03056848,18.120662,0.005210,True
1544686278386326943,imu,297.668698,-4.774233,-0.03059430,18.115887,,
1544686278391763505,wheel,297.766882,-4.777240,-0.03064762,18.107613,0.002235,True
1544686278396327410,imu,297.849469,-4.779774,-0.03069239,18.100856,,
1544686278401768715,wheel,297.947203,-4.782771,-0.03062719,18.105224,0.021071,True
1544686278406344315,imu,298.030016,-4.785306,-0.03057237,18.109477,,
1544686278411774728,wheel,298.127732,-4.788285,-0.03040602,18.114813,0.014249,True
1544686278416355353,imu,298.210683,-4.790802,-0.03026570,18.119792,,
1544686278421780688,wheel,298.309057,-4.793776,-0.03016828,18.114475,0.000653,True
1544686278426353125,imu,298.391836,-4.796271,-0.03008618,18.109891,,
1544686278431771756,wheel,298.489671,-4.799218,-0.03014379,18.106617,0.002359,True
1544686278436317235,imu,298.571931,-4.801700,-0.03019211,18.104064,,
1544686278441771737,wheel,298.671180,-4.804704,-0.03030454,18.108723,0.011427,True
1544686278446342807,imu,298.753926,-4.807216,-0.03039876,18.112202,,
1544686278451764641,wheel,298.852247,-4.810207,-0.03042301,18.109868,0.001175,True
1544686278456369069,imu,298.935589,-4.812744,-0.03044361,18.107748,,
1544686278461768976,wheel,299.033361,-4.815719,-0.03038861,18.100536,0.000130,True
1544686278466327754,imu,299.115826,-4.818224,-0.03034218,18.094403,,
1544686278471768860,wheel,299.214200,-4.821209,-0.03032505,18.093479,0.000039,True
1544686278476340492,imu,299.296877,-4.823716,-0.03031066,18.092728,,
1544686278481768198,wheel,299.394553,-4.826676,-0.03029391,18.091191,0.009164,True
1544686278486325615,imu,299.476962,-4.829173,-0.03027985,18.090281,,
1544686278491763912,wheel,299.575160,-4.832140,-0.03014521,18.086880,0.000666,True
1544686278496313612,imu,299.657406,-4.834616,-0.03003257,18.084138,,
1544686278501784658,wheel,299.755748,-4.837562,-0.02988664,18.084088,0.012303,True
1544686278506314784,imu,299.837636,-4.840005,-0.02976581,18.084482,,
1544686278511790257,wheel,299.935825,-4.842930,-0.02983080,18.087978,0.025578,True
1544686278516321357,imu,300.017755,-4.845377,-0.02988458,18.091498,,
1544686278521782396,wheel,300.116171,-4.848331,-0.03012731,18.089926,0.004490,True
1544686278526364413,imu,300.199019,-4.850836,-0.03033096,18.088873,,
1544686278531778085,wheel,300.297073,-4.853816,-0.03043323,18.077904,0.001632,True
1544686278536370613,imu,300.380036,-4.856345,-0.03051999,18.068436,,
1544686278541783136,wheel,300.478425,-4.859339,-0.03030156,18.063809,0.017065,True
1544686278546313600,imu,300.560215,-4.861811,-0.03011874,18.059418,,
1544686278551769709,wheel,300.659436,-4.864788,-0.02984949,18.067679,0.020207,True
1544686278556321805,imu,300.741660,-4.867234,-0.02962485,18.074008,,
1544686278561759163,wheel,300.839738,-4.870137,-0.02957037,18.077740,0.001074,True
1544686278566321770,imu,300.922191,-4.872574,-0.02952465,18.081002,,
1544686278571777282,wheel,301.020400,-4.875478,-0.02960973,18.069262,0.005130,True
1544686278576317256,imu,301.102377,-4.877909,-0.02968053,18.059775,,
1544686278581769375,wheel,301.200826,-4.880835,-0.02974825,18.051598,0.000104,True
1544686278586316138,imu,301.282850,-4.883279,-0.02980473,18.044738,,
1544686278591782417,wheel,301.381151,-4.886209,-0.02980269,18.049384,0.003756,True
1544686278596324485,imu,301.463106,-4.888652,-0.02980099,18.053487,,
1544686278601755226,wheel,301.560737,-4.891563,-0.02984116,18.057701,0.005831,True
1544686278606372121,imu,301.644079,-4.894052,-0.02987531,18.061593,,
1544686278611750134,wheel,301.741115,-4.896951,-0.02985790,18.055513,0.000063,True
1544686278616360667,imu,301.824312,-4.899436,-0.02984297,18.050333,,
1544686278621764213,wheel,301.921493,-4.902328,-0.02967788,18.047322,0.003708,True
1544686278626313555,imu,302.003555,-4.904758,-0.02953889,18.045031,,
1544686278631767019,wheel,302.101328,-4.907637,-0.02935434,18.050116,0.014817,True
1544686278636322547,imu,302.183531,-4.910044,-0.02920017,18.054847,,
1544686278641782522,wheel,302.282111,-4.912927,-0.02926880,18.059142,0.000038,True
1544686278646312394,imu,302.363889,-4.915324,-0.02932574,18.062681,,
1544686278651766315,wheel,302.462234,-4.918217,-0.02950251,18.059323,0.000543,True
1544686278656323046,imu,302.544483,-4.920650,-0.02965021,18.056609,,
1544686278661785071,wheel,302.642864,-4.923569,-0.02967857,18.050995,0.001385,True
1544686278666320841,imu,302.724693,-4.925999,-0.02970211,18.046479,,
1544686278671748460,wheel,302.823010,-4.928917,-0.02961529,18.042657,0.007133,True
1544686278676362098,imu,302.906208,-4.931379,-0.02954149,18.039067,,
1544686278681746969,wheel,303.002660,-4.934228,-0.02955164,18.037039,0.016362,True
1544686278686321715,imu,303.085136,-4.936666,-0.02956027,18.035832,,
1544686278691753642,wheel,303.182029,-4.939534,-0.02965000,18.038815,0.043666,True
1544686278696368783,imu,303.265252,-4.942005,-0.02972624,18.042192,,
1544686278701749724,wheel,303.361841,-4.944874,-0.02967888,18.048468,0.008844,True
1544686278706383843,imu,303.445457,-4.947354,-0.02963810,18.054258,,
1544686278711756086,wheel,303.541962,-4.950205,-0.02944590,18.050397,0.007599,True
1544686278716325421,imu,303.624398,-4.952627,-0.02928242,18.047466,,
1544686278721753753,wheel,303.722399,-4.955498,-0.02928848,18.035910,0.000461,True
1544686278726320055,imu,303.804699,-4.957909,-0.02929357,18.026103,,
1544686278731747147,wheel,303.901832,-4.960769,-0.02960683,18.023105,0.016772,True
1544686278736310755,imu,303.984041,-4.963215,-0.02987024,18.021101,,
1544686278741765241,wheel,304.081427,-4.966132,-0.03005442,18.026054,0.031133,True
1544686278746313054,imu,304.163380,-4.968602,-0.03020798,18.030881,,
1544686278751764646,wheel,304.261758,-4.971562,-0.02994544,18.030937,0.000633,True
1544686278756375585,imu,304.344861,-4.974042,-0.02972339,18.030883,,
1544686278761759271,wheel,304.442147,-4.976922,-0.02945122,18.024878,0.002990,True
1544686278766312839,imu,304.524177,-4.979329,-0.02922102,18.019580,,
1544686278771769525,wheel,304.622984,-4.982222,-0.02930643,18.019598,0.010941,True
1544686278776317234,imu,304.704895,-4.984627,-0.02937761,18.019199,,
1544686278781759512,wheel,304.803100,-4.987527,-0.02966801,18.018107,0.001371,True
1544686278786310257,imu,304.885057,-4.989969,-0.02991084,18.017047,,
1544686278791756752,wheel,304.983045,-4.992905,-0.03000046,18.006369,0.000189,True
1544686278796300545,imu,305.064805,-4.995362,-0.03007522,17.997515,,
1544686278801756069,wheel,305.162770,-4.998300,-0.02988587,17.986631,0.000875,True
1544686278806307733,imu,305.244582,-5.000739,-0.02972788,17.977667,,
1544686278811766682,wheel,305.342383,-5.003641,-0.02961686,17.982407,0.003819,True
1544686278816305465,imu,305.423975,-5.006055,-0.02952454,17.986591,,
1544686278821757041,wheel,305.521697,-5.008944,-0.02961269,17.995550,0.003990,True
1544686278826362344,imu,305.604554,-5.011402,-0.02968715,18.003372,,
1544686278831755860,wheel,305.701087,-5.014271,-0.02976508,18.000645,0.010806,True
1544686278836304715,imu,305.782928,-5.016711,-0.02983082,17.998761,,
1544686278841761111,wheel,305.880555,-5.019618,-0.02973065,17.988268,0.010448,True
1544686278846314650,imu,305.962410,-5.022049,-0.02964705,17.979915,,
1544686278851758389,wheel,306.060261,-5.024945,-0.02952770,17.971864,0.000056,True
1544686278856310230,imu,306.142015,-5.027355,-0.02942790,17.965102,,
1544686278861749473,wheel,306.240163,-5.030249,-0.02948954,17.962644,0.009306,True
1544686278866352696,imu,306.322808,-5.032689,-0.02954171,17.960176,,
1544686278871759605,wheel,306.419549,-5.035548,-0.02957381,17.961468,0.004354,True
1544686278876352358,imu,306.502009,-5.037989,-0.02960108,17.962831,,
1544686278881753752,wheel,306.598952,-5.040857,-0.02955789,17.960551,0.000043,True
1544686278886310821,imu,306.680759,-5.043274,-0.02952144,17.958653,,
1544686278891760263,wheel,306.779082,-5.046176,-0.02946302,17.956118,0.010353,True
1544686278896351276,imu,306.861477,-5.048602,-0.02941379,17.953575,,
1544686278901757671,wheel,306.958240,-5.051449,-0.02941664,17.953291,0.002679,True
1544686278906303451,imu,307.039817,-5.053849,-0.02941904,17.953258,,
1544686278911758178,wheel,307.137152,-5.056712,-0.02940982,17.953168,0.012248,True
1544686278916314988,imu,307.218927,-5.059117,-0.02940211,17.953531,,
1544686278921748463,wheel,307.316591,-5.061987,-0.02933448,17.946936,0.001214,True
1544686278926309659,imu,307.398402,-5.064385,-0.02927771,17.941262,,
1544686278931754365,wheel,307.495552,-5.067229,-0.02926714,17.936320,0.009256,True
1544686278936351193,imu,307.577959,-5.069641,-0.02925822,17.932532,,
1544686278941750762,wheel,307.674459,-5.072469,-0.02936844,17.934604,0.003432,True
1544686278946302882,imu,307.756068,-5.074871,-0.02946137,17.936585,,
1544686278951758495,wheel,307.854059,-5.077760,-0.02949014,17.939943,0.001150,True
1544686278956351577,imu,307.936429,-5.080191,-0.02951436,17.942635,,
1544686278961755917,wheel,308.033702,-5.083055,-0.02933145,17.940034,0.005034,True
1544686278966297949,imu,308.115145,-5.085438,-0.02917773,17.937565,,
1544686278971756638,wheel,308.213373,-5.088301,-0.02908335,17.932840,0.005401,True
1544686278976303944,imu,308.294875,-5.090669,-0.02900472,17.928612,,
1544686278981748821,wheel,308.392793,-5.093517,-0.02913012,17.926194,0.004846,True
1544686278986304968,imu,308.474427,-5.095900,-0.02923505,17.923894,,
1544686278991739619,wheel,308.571739,-5.098754,-0.02940789,17.920092,0.000087,True
1544686278996322033,imu,308.653813,-5.101174,-0.02955363,17.916923,,
1544686279001752603,wheel,308.750205,-5.104022,-0.02955963,17.913473,0.029478,True
1544686279006300194,imu,308.831627,-5.106430,-0.02956466,17.911266,,
1544686279011745667,wheel,308.928876,-5.109298,-0.02942095,17.912109,0.002446,True
1544686279016299530,imu,309.010412,-5.111693,-0.02930076,17.913010,,
1544686279021749996,wheel,309.107503,-5.114532,-0.02918018,17.919111,0.010806,True
1544686279026306109,imu,309.189123,-5.116910,-0.02907939,17.924624,,
1544686279031759785,wheel,309.286634,-5.119747,-0.02910132,17.925927,0.001704,True
1544686279036297606,imu,309.367947,-5.122115,-0.02911957,17.927174,,
1544686279041749584,wheel,309.466092,-5.124980,-0.02922919,17.917922,0.009006,True
1544686279046300757,imu,309.547586,-5.127366,-0.02932069,17.909822,,
1544686279051774726,wheel,309.645804,-5.130251,-0.02938237,17.901016,0.002448,True
1544686279056298241,imu,309.726728,-5.132631,-0.02943335,17.893545,,
1544686279061786877,wheel,309.824713,-5.135516,-0.02944935,17.896425,0.001476,True
1544686279066317088,imu,309.905758,-5.137904,-0.02946257,17.898952,,
1544686279071745724,wheel,310.004076,-5.140806,-0.02949401,17.902941,0.056244,True
1544686279076294176,imu,310.085476,-5.143208,-0.02952036,17.905340,,
1544686279081757564,wheel,310.183535,-5.146107,-0.02956897,17.895019,0.003770,True
1544686279086323073,imu,310.265179,-5.148523,-0.02960960,17.886151,,
1544686279091775420,wheel,310.362548,-5.151406,-0.02959589,17.875070,0.000255,True
1544686279096300824,imu,310.443384,-5.153799,-0.02958451,17.865935,,
1544686279101749990,wheel,310.541686,-5.156705,-0.02948373,17.871198,0.038295,True
1544686279106358510,imu,310.624018,-5.159130,-0.02939850,17.874863,,
1544686279111750819,wheel,310.720278,-5.161957,-0.02932835,17.884782,0.000502,True
1544686279116344227,imu,310.802415,-5.164364,-0.02926859,17.893323,,
1544686279121756988,wheel,310.899675,-5.167220,-0.02942399,17.889905,0.008480,True
1544686279126344755,imu,310.981707,-5.169640,-0.02955571,17.886637,,
1544686279131751816,wheel,311.078441,-5.172510,-0.02975500,17.874960,0.000357,True
1544686279136295404,imu,311.159599,-5.174932,-0.02992247,17.865072,,
1544686279141760578,wheel,311.257868,-5.177878,-0.02999475,17.862820,0.018818,True
1544686279146300939,imu,311.338930,-5.180313,-0.03005479,17.860409,,
1544686279151777152,wheel,311.436263,-5.183232,-0.02993358,17.866173,0.007998,True
1544686279156297118,imu,311.516993,-5.185645,-0.02983353,17.871281,,
1544686279161778217,wheel,311.615163,-5.188566,-0.02963956,17.871266,0.002689,True
1544686279166298785,imu,311.695915,-5.190954,-0.02947959,17.871050,,
1544686279171749742,wheel,311.793411,-5.193827,-0.02943844,17.863927,0.000823,True
1544686279176294552,imu,311.874550,-5.196215,-0.02940413,17.857875,,
1544686279181751167,wheel,311.972105,-5.199091,-0.02954227,17.856994,0.000980,True
1544686279186313150,imu,312.053531,-5.201502,-0.02965777,17.856132,,
1544686279191748524,wheel,312.150730,-5.204393,-0.02980418,17.862949,0.001153,True
1544686279196294228,imu,312.231906,-5.206818,-0.02992662,17.868515,,
1544686279201755194,wheel,312.329362,-5.209738,-0.02997855,17.872202,0.000327,True
1544686279206300190,imu,312.410561,-5.212175,-0.03002176,17.875342,,
1544686279211754067,wheel,312.507803,-5.215096,-0.03005093,17.872925,0.001568,True
1544686279216295541,imu,312.588932,-5.217536,-0.03007523,17.871070,,
1544686279221756221,wheel,312.686263,-5.220462,-0.03004952,17.867662,0.001664,True
1544686279226296751,imu,312.767349,-5.222899,-0.03002814,17.864990,,
1544686279231747560,wheel,312.864735,-5.225820,-0.02994979,17.860384,0.000160,True
1544686279236289764,imu,312.945815,-5.228247,-0.02988451,17.856496,,
1544686279241747816,wheel,313.043643,-5.231169,-0.02982701,17.858109,0.006611,True
1544686279246300093,imu,313.124904,-5.233592,-0.02977905,17.859133,,
1544686279251752996,wheel,313.222271,-5.236492,-0.02978459,17.864884,0.000004,True
1544686279256342438,imu,313.304235,-5.238934,-0.02978925,17.869717,,
1544686279261750953,wheel,313.400916,-5.241818,-0.02984675,17.871870,0.000192,True
1544686279266345145,imu,313.482990,-5.244271,-0.02989559,17.873643,,
1544686279271747877,wheel,313.579626,-5.247163,-0.02995077,17.867827,0.000661,True
1544686279276344293,imu,313.661705,-5.249624,-0.02999772,17.862775,,
1544686279281748673,wheel,313.758367,-5.252530,-0.03009019,17.854715,0.001455,True
1544686279286348336,imu,313.840440,-5.255003,-0.03016889,17.847702,,
1544686279291746002,wheel,313.937052,-5.257925,-0.03028869,17.847899,0.004134,True
1544686279296304071,imu,314.018367,-5.260393,-0.03038986,17.847808,,
1544686279301743051,wheel,314.115207,-5.263338,-0.03043241,17.852785,0.001652,True
1544686279306341070,imu,314.197266,-5.265838,-0.03046838,17.857156,,
1544686279311756170,wheel,314.294110,-5.268782,-0.03031080,17.856373,0.001485,True
1544686279316298879,imu,314.375187,-5.271235,-0.03017860,17.855564,,
1544686279321749185,wheel,314.473051,-5.274181,-0.02999206,17.851593,0.014498,True
1544686279326310344,imu,314.554430,-5.276616,-0.02983595,17.847792,,
1544686279331754643,wheel,314.651964,-5.279532,-0.02992651,17.848546,0.006678,True
1544686279336299169,imu,314.733042,-5.281962,-0.03000210,17.848852,,
1544686279341755459,wheel,314.830601,-5.284905,-0.03030609,17.853378,0.001661,True
1544686279346343874,imu,314.912491,-5.287398,-0.03056174,17.857021,,
1544686279351746916,wheel,315.008786,-5.290350,-0.03072696,17.856568,0.000792,True
1544686279356327861,imu,315.090547,-5.292869,-0.03086704,17.856297,,
1544686279361749960,wheel,315.187258,-5.295851,-0.03077688,17.850213,0.000079,True
1544686279366284820,imu,315.268157,-5.298338,-0.03070148,17.845160,,
1544686279371759964,wheel,315.365472,-5.301318,-0.03053673,17.843394,0.004644,True
1544686279376350209,imu,315.447336,-5.303813,-0.03039861,17.842185,,
1544686279381747089,wheel,315.543851,-5.306749,-0.03040594,17.849479,0.002472,True
1544686279386282197,imu,315.624777,-5.309210,-0.03041210,17.855409,,
1544686279391747287,wheel,315.721277,-5.312152,-0.03055951,17.859953,0.044256,True
1544686279396347092,imu,315.803401,-5.314668,-0.03068357,17.864618,,
1544686279401752114,wheel,315.899949,-5.317634,-0.03074829,17.862446,0.000066,True
1544686279406353706,imu,315.982101,-5.320163,-0.03080339,17.860565,,
1544686279411746318,wheel,316.078632,-5.323140,-0.03083859,17.859020,0.002828,True
1544686279416294049,imu,316.159808,-5.325645,-0.03086827,17.857504,,
1544686279421747932,wheel,316.257263,-5.328659,-0.03096979,17.862717,0.000366,True
1544686279426328484,imu,316.339055,-5.331197,-0.03105506,17.867019,,
1544686279431749957,wheel,316.435406,-5.334197,-0.03120092,17.871550,0.009251,True
1544686279436286118,imu,316.516445,-5.336731,-0.03132297,17.875723,,
1544686279441748319,wheel,316.613821,-5.339783,-0.03135668,17.875790,0.001890,True
1544686279446293349,imu,316.695027,-5.342332,-0.03138474,17.876018,,
1544686279451748404,wheel,316.791790,-5.345366,-0.03131539,17.872600,0.019415,True
1544686279456288845,imu,316.872895,-5.347904,-0.03125767,17.870305,,
1544686279461783303,wheel,316.970445,-5.350954,-0.03123977,17.872414,0.014278,True
1544686279466308170,imu,317.051281,-5.353479,-0.03122503,17.874619,,
1544686279471748105,wheel,317.148818,-5.356534,-0.03139679,17.881352,0.004380,True
1544686279476280415,imu,317.229834,-5.359084,-0.03153988,17.886700,,
1544686279481744586,wheel,317.326739,-5.362152,-0.03174188,17.888118,0.024845,True
1544686279486347694,imu,317.409043,-5.364772,-0.03191204,17.889943,,
1544686279491741986,wheel,317.505395,-5.367854,-0.03204480,17.889916,0.000416,True
1544686279496286900,imu,317.586662,-5.370464,-0.03215665,17.889975,,
1544686279501747566,wheel,317.684052,-5.373598,-0.03217467,17.890171,0.002528,True
1544686279506324780,imu,317.765898,-5.376233,-0.03218977,17.890536,,
1544686279511750050,wheel,317.862696,-5.379351,-0.03222449,17.892393,0.001904,True
1544686279516327156,imu,317.944553,-5.381991,-0.03225378,17.894133,,
1544686279521758978,wheel,318.042055,-5.385141,-0.03233721,17.895738,0.004968,True
1544686279526303757,imu,318.123347,-5.387774,-0.03240701,17.896800,,
1544686279531756529,wheel,318.220950,-5.390940,-0.03246640,17.896755,0.000178,True
1544686279536307301,imu,318.302350,-5.393586,-0.03251596,17.896665,,
1544686279541763814,wheel,318.399384,-5.396748,-0.03261153,17.894253,0.012682,True
1544686279546284203,imu,318.480227,-5.399388,-0.03269071,17.892698,,
1544686279551746682,wheel,318.578055,-5.402597,-0.03289791,17.891153,0.000862,True
1544686279556279918,imu,318.659112,-5.405272,-0.03306986,17.889756,,
1544686279561745923,wheel,318.756940,-5.408519,-0.03328726,17.891156,0.000342,True
1544686279566323834,imu,318.838801,-5.411252,-0.03346935,17.892256,,
1544686279571744888,wheel,318.935324,-5.414487,-0.03351352,17.895654,0.007328,True
1544686279576285718,imu,319.016547,-5.417211,-0.03355051,17.898841,,
1544686279581752704,wheel,319.113714,-5.420470,-0.03347330,17.900669,0.016234,True
1544686279586283100,imu,319.194771,-5.423181,-0.03340932,17.902686,,
1544686279591754396,wheel,319.292355,-5.426440,-0.03333348,17.903434,0.003966,True
1544686279596280870,imu,319.373352,-5.429138,-0.03327074,17.904300,,
1544686279601756151,wheel,319.471001,-5.432394,-0.03337750,17.904791,0.004347,True
1544686279606281751,imu,319.551987,-5.435101,-0.03346575,17.905455,,
1544686279611749594,wheel,319.648688,-5.438352,-0.03370409,17.905921,0.053152,True
1544686279616277950,imu,319.729729,-5.441093,-0.03390149,17.907213,,
1544686279621768464,wheel,319.827804,-5.444430,-0.03412916,17.908185,0.001462,True
1544686279626302134,imu,319.908949,-5.447208,-0.03431716,17.909137,,
1544686279631762108,wheel,320.006912,-5.450575,-0.03440089,17.911091,0.002177,True
1544686279636358623,imu,320.089196,-5.453410,-0.03447137,17.912550,,
1544686279641745391,wheel,320.185538,-5.456732,-0.03446053,17.914669,0.000374,True
1544686279646291748,imu,320.266941,-5.459538,-0.03445139,17.916536,,
1544686279651753697,wheel,320.363942,-5.462883,-0.03445515,17.916118,0.025684,True
1544686279656288643,imu,320.445143,-5.465682,-0.03445827,17.916403,,
1544686279661749226,wheel,320.542115,-5.469029,-0.03450941,17.915231,0.025819,True
1544686279666284306,imu,320.623313,-5.471834,-0.03455188,17.914892,,
1544686279671750142,wheel,320.720521,-5.475200,-0.03463573,17.914734,0.017133,True
1544686279676276848,imu,320.801568,-5.478011,-0.03470519,17.915119,,
1544686279681747986,wheel,320.898684,-5.481389,-0.03479079,17.915218,0.028510,True
1544686279686283180,imu,320.979885,-5.484218,-0.03486176,17.915964,,
1544686279691744749,wheel,321.077304,-5.487625,-0.03504326,17.918598,0.005737,True
1544686279696272524,imu,321.158391,-5.490474,-0.03519372,17.921080,,
1544686279701749754,wheel,321.255455,-5.493905,-0.03539617,17.921730,0.043090,True
1544686279706275266,imu,321.336512,-5.496782,-0.03556344,17.923081,,
1544686279711750154,wheel,321.433850,-5.500253,-0.03569144,17.923076,0.021274,True
1544686279716276912,imu,321.514933,-5.503153,-0.03579728,17.923645,,
1544686279721748483,wheel,321.612249,-5.506639,-0.03577109,17.923132,0.019194,True
1544686279726280755,imu,321.693430,-5.509543,-0.03574939,17.923253,,
1544686279731745138,wheel,321.790872,-5.513027,-0.03569046,17.924946,0.007764,True
1544686279736290194,imu,321.872294,-5.515932,-0.03564144,17.926703,,
1544686279741768358,wheel,321.970232,-5.519428,-0.03569758,17.925341,0.001635,True
1544686279746273493,imu,322.050934,-5.522312,-0.03574375,17.924379,,
1544686279751761763,wheel,322.149145,-5.525834,-0.03594100,17.919498,0.000303,True
1544686279756261737,imu,322.229721,-5.528737,-0.03610273,17.915563,,
1544686279761743748,wheel,322.327573,-5.532285,-0.03635563,17.912132,0.003328,True
1544686279766314734,imu,322.409389,-5.535269,-0.03656651,17.909500,,
1544686279771748748,wheel,322.505961,-5.538814,-0.03675135,17.910813,0.018963,True
1544686279776313238,imu,322.587663,-5.541824,-0.03690662,17.912465,,
1544686279781741685,wheel,322.684594,-5.545409,-0.03699588,17.911364,0.002252,True
1544686279786353604,imu,322.767141,-5.548467,-0.03707172,17.910620,,
1544686279791746257,wheel,322.862792,-5.552017,-0.03705261,17.904190,0.029204,True
1544686279796271672,imu,322.943749,-5.555018,-0.03703658,17.899476,,
1544686279801750708,wheel,323.040988,-5.558623,-0.03701705,17.894562,0.022803,True
1544686279806287696,imu,323.122112,-5.561627,-0.03700088,17.891086,,
1544686279811748415,wheel,323.219608,-5.565239,-0.03704584,17.893265,0.000797,True
1544686279816284652,imu,323.300725,-5.568247,-0.03708318,17.895186,,
1544686279821744745,wheel,323.397265,-5.571841,-0.03725464,17.896403,0.049172,True
1544686279826262241,imu,323.478060,-5.574858,-0.03739650,17.898282,,
1544686279831750226,wheel,323.575416,-5.578516,-0.03762661,17.897171,0.025596,True
1544686279836293054,imu,323.656661,-5.581582,-0.03781709,17.896881,,
1544686279841753300,wheel,323.753584,-5.585261,-0.03799930,17.893733,0.020869,True
1544686279846281788,imu,323.834552,-5.588346,-0.03815042,17.891691,,
1544686279851758567,wheel,323.932222,-5.592078,-0.03822435,17.889928,0.002369,True
1544686279856270583,imu,324.012880,-5.595165,-0.03828527,17.888667,,
1544686279861763281,wheel,324.110864,-5.598919,-0.03828147,17.886068,0.001516,True
1544686279866275058,imu,324.191498,-5.602008,-0.03827835,17.884086,,
1544686279871749683,wheel,324.289510,-5.605760,-0.03827261,17.881245,0.001339,True
1544686279876265884,imu,324.370200,-5.608850,-0.03826787,17.878758,,
1544686279881750110,wheel,324.467439,-5.612579,-0.03831816,17.875759,0.021583,True
1544686279886296810,imu,324.548651,-5.615694,-0.03835986,17.873851,,
1544686279891749449,wheel,324.645362,-5.619414,-0.03847092,17.871465,0.018060,True
1544686279896302243,imu,324.726664,-5.622547,-0.03856366,17.870005,,
1544686279901752543,wheel,324.823533,-5.626297,-0.03877992,17.866288,0.007980,True
1544686279906265366,imu,324.904093,-5.629430,-0.03895899,17.863561,,
1544686279911740132,wheel,325.001458,-5.633237,-0.03915429,17.860629,0.004973,True
1544686279916275439,imu,325.082394,-5.636414,-0.03931608,17.858477,,
1544686279921743236,wheel,325.179371,-5.640237,-0.03940969,17.856745,0.013989,True
1544686279926263079,imu,325.260015,-5.643420,-0.03948707,17.855778,,
1544686279931748048,wheel,325.357050,-5.647259,-0.03949768,17.852836,0.027060,True
1544686279936268453,imu,325.437685,-5.650446,-0.03950643,17.851055,,
1544686279941747479,wheel,325.535695,-5.654317,-0.03949565,17.846998,0.003428,True
1544686279946257683,imu,325.616118,-5.657495,-0.03948678,17.843429,,
1544686279951752210,wheel,325.713379,-5.661344,-0.03953667,17.840662,0.019529,True
1544686279956309097,imu,325.794609,-5.664559,-0.03957804,17.838917,,
1544686279961739781,wheel,325.891982,-5.668417,-0.03968520,17.840868,0.012888,True
1544686279966306061,imu,325.973386,-5.671653,-0.03977530,17.842054,,
1544686279971754948,wheel,326.070586,-5.675528,-0.03993306,17.842472,0.000126,True
1544686279976311726,imu,326.151825,-5.678779,-0.04006499,17.842776,,
1544686279981749136,wheel,326.248752,-5.682672,-0.04020800,17.837627,0.000000,True
1544686279986263903,imu,326.329210,-5.685913,-0.04032674,17.833351,,
1544686279991763552,wheel,326.426220,-5.689839,-0.04044509,17.826823,0.037812,True
1544686279996271213,imu,326.506501,-5.693092,-0.04054209,17.822230,,
1544686280001751677,wheel,326.604370,-5.697062,-0.04056924,17.820564,0.003150,True
